"","Site.ID","Season","sortchem","Watershed","Site","Sample.Date","Year","Latitude..degrees.","Longitude..degrees.","Area..km2.","Temperature..C.","Specific.Conductance..uS.cm.","pH","Dissolved.Oxygen..percent.saturation.","Turbidity..NTU.","DOC..uM.","TDN..uM.","Nitrate..uM.","Ammonium..uM.","DON..uM.","SRP..uM.","PP..uM.","TDP..uM.","SUVA254..L.mg.C.m.","Spectral.Ratio","abs254..Absorbance.","Acetate..ppm.","Formate..ppm.","Nitrite..ppm.","Sulfate..ppm.","Phosphate..ppm.","Al..ppm.","As..ppm.","B..ppm.","Ba..ppm.","Br..ppm.","Ca..ppm.","Ca.Na.ratio","Ca.Ba.ratio","Cd..ppm.","Cl..ppm.","Co..ppm.","Cr..ppm.","Cu..ppm.","F..ppm.","Fe..ppm.","K..ppm.","Mg..ppm.","Mn..ppm.","Mo..ppm.","Na..ppm.","Ni..ppm.","Li..ppm.","P..ppm.","Pb..ppm.","S..ppm.","Se..ppm.","Si..ppm.","Sr..ppm.","Ti..ppm.","V..ppm.","Zn..ppm.","area_km2","NDVI2012_MEAN","NDVI2012_STD","NDVI2012_RANGE","SL_60_MEAN","SL_60_STD","SL_60_RANGE","SP_1000_MEAN","SP_240_MEAN","Alpine_Non.Carbonate_Barrens","Alpine_Non.Carbonate_Dryas_Dwarf_Shrub","Lowland_Low_Birch.Willow_Shrub","Lowland_Water","Lowland_Wet_Sedge_Tundra","Upland_Birch.Aspen.Spruce_Forest","Upland_Dryas_Dwarf_Shrub_Tundra","Upland_Low_Birch.Willow_Shrub_Tundra","Upland_Moist_Sedge_Shrub","Upland_Shrubby_Tussock_Tundra","Cloud_Ice_Snow","Riverine_Water_Shrub_Wet_Sedge_Barrens"
"31","KUP12.1","Early","2018-4426","KUP",12.1,"2018-06-06",2018,68.59191,-149.35747,98.6175,-7777,-7777,-7777,-7777,-7777,404.8790581,11.41628229,2.942,-7777,8.474282291,0.042,0.276082482,0.273923657,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0337,-7777,0.0029,0.0201,-7777,3.882,6.069418386,193.1343284,-7777,-7777,0.002,-7777,-7777,-7777,0.0879,0.3232,0.8695,0.0131,-7777,0.6396,-7777,-7777,0.0074,-7777,1.694,-7777,0.5452,0.0145,-7777,0.0022,-7777,88.75065,4870.063742,1064.975449,14556,8.343893454,6.769371335,45.48372269,79.33412762,0.083811029,0.296416607,9.206171962,0.749162522,3.452441377,3.045376104,0,0,25.10811085,16.78306771,37.81443508,3.544817785,0
"32","KUP12.1","Late","2018-4526","KUP",12.1,"2018-08-24",2018,68.59191,-149.35747,98.6175,-7777,-7777,-7777,-7777,-7777,277.5097496,12.00308493,4.555,-7777,7.448084927,0.051,0.117465318,0.085818457,-7777,-7777,-7777,1.8828,0.106,0.0754,177.5568,0.0165,0.002,2.036,0.002,4e-04,0.0027,0.0525,1.923076923,131.25,0.0099,1.9957,3e-04,9.388,11.87,1.7564,6e-04,0.0011,0.001,0.0095,0.0014,0.0273,1.475,0.0423,0.2274,0.0506,3.042,-7777,0.0087,0.0081,-7777,-7777,0.0155,88.75065,4870.063742,1064.975449,14556,8.343893454,6.769371335,45.48372269,79.33412762,0.083811029,0.296416607,9.206171962,0.749162522,3.452441377,3.045376104,0,0,25.10811085,16.78306771,37.81443508,3.544817785,0
"33","KUP12.1","Early","","KUP",12.1,"2017-06-05",2017,68.59191,-149.35747,98.6175,0,0,0,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,1.10556,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,88.75065,4870.063742,1064.975449,14556,8.343893454,6.769371335,45.48372269,79.33412762,0.083811029,0.296416607,9.206171962,0.749162522,3.452441377,3.045376104,0,0,25.10811085,16.78306771,37.81443508,3.544817785,0
"34","KUP12.1","Late","2017-4526","KUP",12.1,"2017-08-27",2017,68.59191,-149.35747,98.6175,4.1,98.7,7.29,101.4,1.78,312.1116729,10.33542663,2.570025066,0.037453108,7.727948456,0.047563966,-7777,0.060439805,3.430007664,-7777,12.858,0.2035,-7777,-7777,286.3908,0.2189,0.0132,0.0066,0.002,0.0525,-7777,11.87,5.830058939,226.0952381,6e-04,1.6296,0.0011,0.001,0.0095,1.702,0.0273,0.2274,3.042,0.0155,0.002,2.036,4e-04,0.3021,0.0099,3e-04,9.388,0.0014,1.475,0.0506,1e-04,0.0087,0.0081,88.75065,4870.063742,1064.975449,14556,8.343893454,6.769371335,45.48372269,79.33412762,0.083811029,0.296416607,9.206171962,0.749162522,3.452441377,3.045376104,0,0,25.10811085,16.78306771,37.81443508,3.544817785,0
"35","KUP12.2","Late","2018-4527","KUP",12.2,"2018-08-24",2018,68.59089,-149.3593,88.76755,-7777,-7777,-7777,-7777,-7777,268.7582455,11.55466487,4.681,-7777,6.873664871,0.042,0.020906883,0.110577482,-7777,-7777,-7777,0.4377,0.1916,0.0556,183.7151,0.0183,0.0189,2.27,0.003,0.0029,0.0041,0.0569,2.528888889,-7777,0.0089,1.4098,0.0037,10.49,12.42,1.783,3e-04,6e-04,2e-04,0.0104,0.0148,0.0225,1.536,0.0397,0.2638,0.0558,3.292,2e-04,0.0096,0.0092,-7777,-7777,0.0087,88.76755,4869.714029,1065.107818,14556,8.348180485,6.772381248,45.48372269,79.37446502,0.079413031,0.296365463,9.205598465,0.74903326,3.451845687,3.04485065,0,0,25.10174876,16.80351579,37.80283577,3.544206157,0
"36","KUP12.2","Late","2017-4527","KUP",12.2,"2017-08-27",2017,68.59089,-149.3593,88.76755,8.2,104.8,7.25,101.1,0.81,283.1942441,9.495973227,2.690460978,0.198306469,6.60720578,0.030613584,-7777,0.101073576,3.266280659,-7777,11.1098,0.1877,0.1411,-7777,320.9674,0.2931,0.011,1e-04,0.003,0.0569,-7777,12.42,5.471365639,218.2776801,3e-04,1.6403,6e-04,2e-04,0.0104,1.7503,0.0225,0.2638,3.292,0.0087,0.0189,2.27,0.0029,0.305,0.0089,0.0037,10.49,0.0148,1.536,0.0558,2e-04,0.0096,0.0092,88.76755,4869.714029,1065.107818,14556,8.348180485,6.772381248,45.48372269,79.37446502,0.079413031,0.296365463,9.205598465,0.74903326,3.451845687,3.04485065,0,0,25.10174876,16.80351579,37.80283577,3.544206157,0
"37","KUP12.2","Late","2016-3113","KUP",12.2,"2016-08-26",2016,68.59089,-149.3593,88.76755,8.8,79.3,6.47,-7777,-7777,281.9628893,7.34678346,2.965287166,0.391748043,3.989748251,0.06475708,0.069868772,0.084069486,3.041847232,0.711759441,10.30143367,-7777,-7777,-7777,127.7070858,-7777,15.96,7e-04,7e-04,7e-04,-7777,0.0016,0.000123457,2.285714286,0.0115,1.241184767,0.3296,3.863,0.0033,-7777,0.0012,2.681,0.001,0.0194,9e-04,12.96,0.0029,-7777,1.991,0.0917,5e-04,0.0089,0.0012,-7777,-7777,-7777,-7777,88.76755,4869.714029,1065.107818,14556,8.348180485,6.772381248,45.48372269,79.37446502,0.079413031,0.296365463,9.205598465,0.74903326,3.451845687,3.04485065,0,0,25.10174876,16.80351579,37.80283577,3.544206157,0
"38","KUP12.2","Early","2018-4427","KUP",12.2,"2018-06-06",2018,68.59089,-149.3593,88.76755,-7777,-7777,-7777,-7777,-7777,356.7252421,11.18337609,3.821,-7777,7.36237609,0.054,0.173657334,0.232831648,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0249,0.0104,0.0039,0.0226,-7777,4.801,5.446398185,212.4336283,2e-04,-7777,-7777,-7777,0.0024,-7777,0.0462,0.4093,1.115,0.0088,-7777,0.8815,-7777,-7777,0.0068,-7777,2.461,-7777,0.6928,0.0199,-7777,0.0037,-7777,88.76755,4869.714029,1065.107818,14556,8.348180485,6.772381248,45.48372269,79.37446502,0.079413031,0.296365463,9.205598465,0.74903326,3.451845687,3.04485065,0,0,25.10174876,16.80351579,37.80283577,3.544206157,0
"39","KUP12.2","Early","","KUP",12.2,"2017-06-05",2017,68.59089,-149.3593,88.76755,0,0,0,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.94018,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,88.76755,4869.714029,1065.107818,14556,8.348180485,6.772381248,45.48372269,79.37446502,0.079413031,0.296365463,9.205598465,0.74903326,3.451845687,3.04485065,0,0,25.10174876,16.80351579,37.80283577,3.544206157,0
"40","KUP12.3","Late","2018-4528","KUP",12.3,"2018-08-24",2018,68.59085,-149.358,4.44875,-7777,-7777,-7777,-7777,-7777,428.0931417,16.23093743,3.215,-7777,13.01593743,0.038,0.006646775,0.165107082,-7777,-7777,-7777,0.9024,0.0964,0.0247,61.8721,0.0393,0.0164,0.5036,0.0043,0.0013,0.012,0.0222,0.117274168,-7777,0.0076,9.8626,0.0066,1.326,7.995,1.8394,-7777,0.0014,0.0014,0.008,9e-04,0.1893,1.249,0.0476,0.0218,0.0173,1.408,6e-04,0.0057,0.0083,-7777,-7777,0.0816,8.2977,5621.414275,570.262732,4269,3.222992147,1.862184096,17.31217384,43.20752863,0.016182461,0,0,0.528872099,3.928764166,1.985968699,0,0,41.0577442,6.162978953,46.33567188,0,0
"41","KUP12.3","Late","2017-4528","KUP",12.3,"2017-08-27",2017,68.59085,-149.358,4.44875,3,51.1,7.4,100.5,1.24,473.1156886,14.34033427,1.730942097,0.115743403,12.49364877,0.06515262,-7777,0.146077324,3.643023311,1.04374,20.7013,0.2239,0.1266,-7777,40.1682,0.1564,0.0218,0.0068,0.0043,0.0222,-7777,7.995,15.875695,360.1351351,1e-04,0.8544,0.0014,0.0014,0.008,1.409,0.1893,0.0218,1.408,0.0816,0.0164,0.5036,0.0013,0.308,0.0076,0.0066,1.326,9e-04,1.249,0.0173,6e-04,0.0057,0.0083,8.2977,5621.414275,570.262732,4269,3.222992147,1.862184096,17.31217384,43.20752863,0.016182461,0,0,0.528872099,3.928764166,1.985968699,0,0,41.0577442,6.162978953,46.33567188,0,0
"42","KUP12.3","Late","2016-3114","KUP",12.3,"2016-08-26",2016,68.59085,-149.358,4.44875,8.8,76.9,6.57,-7777,-7777,315.3278293,9.916729948,3.014484356,0.325209933,6.577035659,0.05991639,0.093951886,0.130053263,3.076075874,0.748681183,11.65004664,-7777,-7777,-7777,113.5790918,-7777,8.852,3e-04,8e-04,4e-04,-7777,0.0075,0.002130077,18.75,0.0342,1.7348378,0.5177,1.828,0.0104,-7777,0.1107,1.041,0.0013,0.0167,0.0023,3.521,0.0049,-7777,0.5833,0.0423,1e-04,0.007,0.0062,-7777,-7777,-7777,-7777,8.2977,5621.414275,570.262732,4269,3.222992147,1.862184096,17.31217384,43.20752863,0.016182461,0,0,0.528872099,3.928764166,1.985968699,0,0,41.0577442,6.162978953,46.33567188,0,0
"43","KUP12.3","Early","2018-4428","KUP",12.3,"2018-06-06",2018,68.59085,-149.358,4.44875,-7777,-7777,-7777,-7777,-7777,502.9328822,12.20952451,1.145,-7777,11.06452451,0.048,0.549346176,0.351739127,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0341,0.0121,0.0037,0.0134,-7777,1.878,8.755244755,140.1492537,-7777,-7777,-7777,-7777,-7777,-7777,0.1953,0.2211,0.3944,0.0102,-7777,0.2145,-7777,-7777,0.01,-7777,0.1939,-7777,0.2644,0.0042,0.0014,0.0027,-7777,8.2977,5621.414275,570.262732,4269,3.222992147,1.862184096,17.31217384,43.20752863,0.016182461,0,0,0.528872099,3.928764166,1.985968699,0,0,41.0577442,6.162978953,46.33567188,0,0
"44","KUP12.3","Early","2017-4428","KUP",12.3,"2017-06-05",2017,68.59085,-149.358,4.44875,4.1,21.1,7.01,99.7,4.66,526.361734,18.19636607,2.494785145,0.693684862,15.00789606,0.118776006,-7777,0.387252084,4.341761745,1.10737,27.4485,-7777,-7777,0.054,8.9037,-7777,0.0217,0.0099,0.0026,0.014,-7777,2.962,8.773696682,211.5714286,8e-04,1.4803,7e-04,0.0015,0.0103,0.7641,0.3134,0.1173,0.6278,0.0379,0.0516,0.3376,0.0018,0.3326,0.0161,0.0021,0.3446,0.0042,0.5478,0.0071,9e-04,0.0036,0.0078,8.2977,5621.414275,570.262732,4269,3.222992147,1.862184096,17.31217384,43.20752863,0.016182461,0,0,0.528872099,3.928764166,1.985968699,0,0,41.0577442,6.162978953,46.33567188,0,0
"45","KUP13.1","Late","2016-3133","KUP",13.1,"2016-08-26",2016,68.59671,-149.36269,101.394025,9.1,34.6,6.97,-7777,-7777,353.6030811,8.818661903,1.913720676,0.25378331,6.651157917,0.077364372,0.091336814,0.08936104,3.062579255,0.748868591,13.00683696,-7777,-7777,-7777,4.05750998,-7777,17.76,4e-04,9e-04,8e-04,-7777,0.0045,0.000629723,5.625,0.0502,1.596614951,0.2954,3.64,0.0132,-7777,7e-04,1.84,0.0015,0.0117,0.0037,7.146,9e-04,-7777,1.733,0.0795,1e-04,0.0086,6e-04,-7777,-7777,-7777,-7777,101.394025,4939.845012,1035.835994,14556,7.736739952,6.575090865,45.48372269,72.00546549,0.074304253,0.259304318,8.054418386,0.738839702,3.343427257,2.865667931,0,0,26.48278557,15.52629008,39.62827127,3.10099548,0
"46","KUP13.1","Late","2017-4529","KUP",13.1,"2017-08-27",2017,68.59671,-149.36269,101.394025,4.1,95.1,7.28,100.3,0.95,308.8282987,10.49756864,2.778108227,0.268511369,7.450949044,0.070723706,-7777,0.112378152,3.360657817,0.97947,12.4655,0.1414,0.1187,0.043,269.9891,0.2598,0.0062,0.007,0.0035,0.0531,-7777,12.06,6.229338843,227.1186441,2e-04,1.6156,5e-04,0.0012,0.0035,1.7245,0.0242,0.2766,3.017,0.0119,8e-04,1.936,-7777,0.304,0.0012,0.0017,8.337,0.0051,1.574,0.0506,0.001,0.0075,-7777,101.394025,4939.845012,1035.835994,14556,7.736739952,6.575090865,45.48372269,72.00546549,0.074304253,0.259304318,8.054418386,0.738839702,3.343427257,2.865667931,0,0,26.48278557,15.52629008,39.62827127,3.10099548,0
"47","KUP13.1","Early","2018-4429","KUP",13.1,"2018-06-06",2018,68.59671,-149.36269,101.394025,-7777,-7777,-7777,-7777,-7777,385.6298578,11.83899192,3.721,-7777,8.117991922,0.047,0.305090348,0.255858368,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0279,-7777,0.0049,0.0212,-7777,4.347,5.633018012,205.0471698,-7777,-7777,-7777,0.0016,-7777,-7777,0.0593,0.3299,0.9954,0.0088,0.0024,0.7717,-7777,-7777,0.008,-7777,2.051,-7777,0.6283,0.0171,-7777,0.0024,-7777,101.394025,4939.845012,1035.835994,14556,7.736739952,6.575090865,45.48372269,72.00546549,0.074304253,0.259304318,8.054418386,0.738839702,3.343427257,2.865667931,0,0,26.48278557,15.52629008,39.62827127,3.10099548,0
"48","KUP13.1","Late","2018-4529","KUP",13.1,"2018-08-24",2018,68.59671,-149.36269,101.394025,-7777,-7777,-7777,-7777,-7777,281.947132,11.9977916,4.82,-7777,7.177791605,0.044,0.034313249,0.076914492,-7777,-7777,-7777,1.1779,0.0813,0.0765,161.5301,0.004,-7777,-7777,-7777,-7777,0.0063,-7777,-7777,-7777,-7777,8.7994,-7777,-7777,-7777,1.777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0429,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,101.394025,4939.845012,1035.835994,14556,7.736739952,6.575090865,45.48372269,72.00546549,0.074304253,0.259304318,8.054418386,0.738839702,3.343427257,2.865667931,0,0,26.48278557,15.52629008,39.62827127,3.10099548,0
"49","KUP13.1","Early","2017-4429","KUP",13.1,"2017-06-05",2017,68.59671,-149.36269,101.394025,3.4,35.2,6.87,96,3.52,365.337939,12.85378685,2.039276785,0.378157223,10.43635284,0.091189362,-7777,0.20080228,3.957051261,1.07329,17.3634,-7777,-7777,-7777,60.6099,-7777,0.0194,0.0053,0.0012,0.0235,-7777,4.196,4.9306698,178.5531915,5e-04,3.9599,0.0015,9e-04,0.0078,1.0874,0.0639,0.3027,1.034,0.0199,0.0526,0.851,0.0028,0.334,0.0089,0.0108,2.068,0.0044,0.6434,0.0185,7e-04,0.0042,0.0075,101.394025,4939.845012,1035.835994,14556,7.736739952,6.575090865,45.48372269,72.00546549,0.074304253,0.259304318,8.054418386,0.738839702,3.343427257,2.865667931,0,0,26.48278557,15.52629008,39.62827127,3.10099548,0
"50","KUP13.2","Late","2016-3115","KUP",13.2,"2016-08-26",2016,68.59589,-149.36438,7.015,8.9,76.3,6.63,-7777,-7777,301.6461055,9.084417733,3.135724017,0.268177268,5.680516448,0.171877703,0.131052648,0.066671191,3.106691993,0.712927008,11.25548569,-7777,-7777,-7777,107.931013,-7777,0.6347,4e-04,0.0019,1e-04,-7777,0.0097,0.025405972,97,0.0122,1.684062059,0.0773,0.2029,0.0043,-7777,0.0404,0.1648,0.0025,0.0159,0.0066,0.3818,0.0058,-7777,0.3771,0.0026,7e-04,0.0028,0.0086,-7777,-7777,-7777,-7777,6.328925,4870.649972,548.4977083,7028,3.389106137,1.582855036,10.90668392,85.20149916,0.032998647,0,0.297661233,0.070871722,1.459957477,0.609496811,0,0,19.81573352,6.109142452,71.21190645,0.425230333,0
"51","KUP13.2","Early","2018-4430","KUP",13.2,"2018-06-06",2018,68.59589,-149.36438,7.015,-7777,-7777,-7777,-7777,-7777,385.5065971,7.374452275,0.461,-7777,6.913452275,0.051,0.245483282,0.202262541,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0245,0.0079,-7777,0.009,-7777,1.309,10.70318888,145.4444444,-7777,-7777,-7777,-7777,-7777,-7777,0.052,0.2249,0.2334,0.0022,-7777,0.1223,-7777,-7777,0.0096,-7777,0.0804,-7777,0.1554,0.0027,-7777,0.0014,-7777,6.328925,4870.649972,548.4977083,7028,3.389106137,1.582855036,10.90668392,85.20149916,0.032998647,0,0.297661233,0.070871722,1.459957477,0.609496811,0,0,19.81573352,6.109142452,71.21190645,0.425230333,0
"52","KUP13.2","Late","2017-4530","KUP",13.2,"2017-08-27",2017,68.59589,-149.36438,7.015,3.8,29.4,7.45,99,0.89,349.9298152,11.38787568,2.81861623,0.237353014,8.331906436,0.09913351,-7777,0.071726721,3.315970702,0.95362,13.9367,0.2335,0.1169,0.0287,4.9611,0.1146,0.0392,0.001,0.0014,0.0094,-7777,5.039,15.66853234,536.0638298,-7777,1.436,0.0012,4e-04,8e-04,1.377,0.0385,0.0647,0.8112,0.0019,3e-04,0.3216,4e-04,0.3015,0.006,0.0014,0.2165,0.0017,1.11,0.0095,8e-04,0.0013,-7777,6.328925,4870.649972,548.4977083,7028,3.389106137,1.582855036,10.90668392,85.20149916,0.032998647,0,0.297661233,0.070871722,1.459957477,0.609496811,0,0,19.81573352,6.109142452,71.21190645,0.425230333,0
"53","KUP13.2","Late","2018-4530","KUP",13.2,"2018-08-24",2018,68.59589,-149.36438,7.015,-7777,-7777,-7777,-7777,-7777,291.9312423,11.33158913,4.49,-7777,6.841589127,0.049,0.016789738,0.122303849,-7777,-7777,-7777,1.359,0.0994,0.0607,8.3029,0.0131,-7777,-7777,-7777,-7777,0.0035,-7777,-7777,-7777,-7777,0.974,-7777,-7777,-7777,1.518,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0399,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,6.328925,4870.649972,548.4977083,7028,3.389106137,1.582855036,10.90668392,85.20149916,0.032998647,0,0.297661233,0.070871722,1.459957477,0.609496811,0,0,19.81573352,6.109142452,71.21190645,0.425230333,0
"54","KUP13.2","Early","2017-4430","KUP",13.2,"2017-06-05",2017,68.59589,-149.36438,7.015,4.3,7.9,6.62,100.4,1.03,403.9868145,9.790776881,0.360925186,0.288626256,9.141225439,0.090569557,-7777,0.298058584,3.548828618,1.05815,17.2195,0.5293,0.1614,-7777,1.8708,0.0259,0.0227,0.002,0.0039,0.0043,-7777,1.125,12.25490196,261.627907,3e-04,3.2889,3e-04,2e-04,0.0107,0.5519,0.0347,0.1157,0.2359,0.0051,0.0285,0.0918,0.002,0.3326,0.0083,0.012,0.0734,0.0018,0.1977,0.0027,4e-04,0.0029,0.0077,6.328925,4870.649972,548.4977083,7028,3.389106137,1.582855036,10.90668392,85.20149916,0.032998647,0,0.297661233,0.070871722,1.459957477,0.609496811,0,0,19.81573352,6.109142452,71.21190645,0.425230333,0
"55","KUP14.1","Late","2018-4531","KUP",14.1,"2018-08-24",2018,68.64694,-149.41197,147.46125,-7777,-7777,-7777,-7777,-7777,312.187071,12.42050124,4.358,-7777,8.062501236,0.04,0.026147949,0.061030394,-7777,-7777,-7777,0.8344,0.2867,0.025,130.5414,0.0194,-7777,-7777,-7777,-7777,0.0059,-7777,-7777,-7777,-7777,1.9441,-7777,-7777,-7777,1.7166,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0403,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,145.331375,4975.365493,910.6333726,14556,6.536979229,5.885805975,45.48372269,56.18688421,0.058922537,0.18097304,5.639293461,0.816237992,2.555934304,2.548497056,0,0,25.65292842,13.68639603,46.73690734,2.182832352,0
"56","KUP14.1","Early","2017-4431","KUP",14.1,"2017-06-05",2017,68.64694,-149.41197,147.46125,3.6,29.6,6.98,99.9,2.74,374.2188731,10.95967337,1.603715566,0.347919158,9.008038646,0.117252874,-7777,0.262788664,3.946686948,0.97338,17.7389,0.3394,-7777,0.0962,47.2979,0.0179,0.0182,0.001,0.0015,0.0216,-7777,3.498,5.160053105,161.9444444,8e-04,3.683,0.0011,4e-04,0.0098,0.9852,0.0763,0.24,0.8973,0.0324,0.1009,0.6779,0.003,0.3323,0.0041,0.0107,1.583,0.0029,0.591,0.0144,5e-04,0.0038,0.0076,145.331375,4975.365493,910.6333726,14556,6.536979229,5.885805975,45.48372269,56.18688421,0.058922537,0.18097304,5.639293461,0.816237992,2.555934304,2.548497056,0,0,25.65292842,13.68639603,46.73690734,2.182832352,0
"57","KUP14.1","Late","2016-3116","KUP",14.1,"2016-08-26",2016,68.64694,-149.41197,147.46125,10,31.7,6.48,-7777,-7777,573.9585744,13.54020848,1.262297156,0.401253487,11.87665784,0.0897904,0.116051438,0.156770739,3.584254538,0.717962814,24.70857569,-7777,-7777,-7777,10.86576846,-7777,87.72,1e-04,0.0012,0.0018,-7777,0.0103,9.71698e-05,5.722222222,0.0025,1.449929478,0.4014,25.74,0.0078,-7777,4e-04,5.589,2e-04,0.0096,0.0045,106,0.0018,-7777,2.025,0.2505,4e-04,0.0561,0.0059,-7777,-7777,-7777,-7777,145.331375,4975.365493,910.6333726,14556,6.536979229,5.885805975,45.48372269,56.18688421,0.058922537,0.18097304,5.639293461,0.816237992,2.555934304,2.548497056,0,0,25.65292842,13.68639603,46.73690734,2.182832352,0
"58","KUP14.1","Late","2017-4531","KUP",14.1,"2017-08-27",2017,68.64694,-149.41197,147.46125,4,75.3,7.24,100,1.19,366.0499961,11.09380903,2.36554143,0.32872456,8.39954304,0.09054263,-7777,0.125651813,3.379516343,1.01316,14.8581,0.4517,0.1177,0.1425,189.6035,0.1442,0.0114,0.0119,0.0025,0.0413,-7777,9.549,6.34063745,231.2106538,1e-04,3.5748,4e-04,6e-04,0.0027,1.6923,0.0648,0.1659,2.368,0.0174,8e-04,1.506,0.0015,0.3036,0.0019,0.0031,5.81,0.0114,1.492,0.0382,6e-04,0.0053,4e-04,145.331375,4975.365493,910.6333726,14556,6.536979229,5.885805975,45.48372269,56.18688421,0.058922537,0.18097304,5.639293461,0.816237992,2.555934304,2.548497056,0,0,25.65292842,13.68639603,46.73690734,2.182832352,0
"59","KUP14.1","Early","2018-4431","KUP",14.1,"2018-06-06",2018,68.64694,-149.41197,147.46125,-7777,-7777,-7777,-7777,-7777,395.6345115,10.65026287,2.872,-7777,7.77826287,0.039,0.164631447,0.288050787,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0338,0.0205,0.0041,0.0196,-7777,3.388,5.842386618,172.8571429,9e-04,-7777,0.002,-7777,0.0025,-7777,0.0981,0.3362,0.7871,0.0154,0.0024,0.5799,-7777,-7777,0.0159,-7777,1.447,-7777,0.4997,0.0129,0.0011,0.0022,-7777,145.331375,4975.365493,910.6333726,14556,6.536979229,5.885805975,45.48372269,56.18688421,0.058922537,0.18097304,5.639293461,0.816237992,2.555934304,2.548497056,0,0,25.65292842,13.68639603,46.73690734,2.182832352,0
"60","KUP14.2","Late","2018-4532","KUP",14.2,"2018-08-24",2018,68.64572,-149.40844,139.4475,-7777,-7777,-7777,-7777,-7777,300.9908979,12.10819519,4.708,-7777,7.400195193,0.042,0.026576482,0.074225541,-7777,-7777,-7777,1.3082,0.0878,0.0067,139.4043,0.0245,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,1.6011,-7777,-7777,-7777,1.7574,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0398,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,133.386975,4961.53264,935.8490019,14556,6.782048448,6.056228503,45.48372269,57.97410892,0.043434776,0.197206689,6.145824891,0.830699408,2.716319529,2.589350839,0,0,25.58824324,13.78218116,45.7715374,2.378636843,0
"61","KUP14.2","Late","2016-3117","KUP",14.2,"2016-08-26",2016,68.64572,-149.40844,7.145,8.9,68.2,6.59,-7777,-7777,339.7744676,10.41757747,3.012171309,0.480012883,6.925393278,0.087328558,0.122601807,0.131693941,2.993398741,0.6814954,12.21584832,-7777,-7777,-7777,85.88136228,-7777,6.123,5e-04,9e-04,0.0012,-7777,0.0084,0.003097345,7,0.0203,1.757404795,0.3373,1.339,0.0014,-7777,0.0219,0.909,0.0022,0.0066,0.0092,2.712,0.0024,-7777,0.7019,0.0261,8e-04,0.0058,0.0085,-7777,-7777,-7777,-7777,133.386975,4961.53264,935.8490019,14556,6.782048448,6.056228503,45.48372269,57.97410892,0.043434776,0.197206689,6.145824891,0.830699408,2.716319529,2.589350839,0,0,25.58824324,13.78218116,45.7715374,2.378636843,0
"62","KUP14.2","Early","2018-4432","KUP",14.2,"2018-06-06",2018,68.64572,-149.40844,139.4475,-7777,-7777,-7777,-7777,-7777,396.9698349,10.34929966,3.106,-7777,7.243299662,0.051,0.190986539,0.240231629,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,133.386975,4961.53264,935.8490019,14556,6.782048448,6.056228503,45.48372269,57.97410892,0.043434776,0.197206689,6.145824891,0.830699408,2.716319529,2.589350839,0,0,25.58824324,13.78218116,45.7715374,2.378636843,0
